customer_id,recency,frequency,monetary,is_recency_outlier,is_frequency_outlier,is_monetary_outlier,outlier_count,name,registration_date,age,days_since_registration,avg_order_value,customer_lifetime_days,purchase_rate_per_month,recency_score,frequency_score,monetary_score,rfm_score,segment,simplified_segment,cluster,silhouette_score,cluster_name,cluster_description
CUST_00019,0,6,4248.98,False,False,False,0,Kelly Roberts,2025-06-27,35,12,708.1633333333333,0.0,15.22,5,3,4,534,Loyal Customers,High Value,0,0.6172207851869103,At-Risk Valuable,Previously good customers becoming inactive
CUST_00020,379,1,76.37,False,False,False,0,Daniel Roberts,2024-06-08,42,396,76.37,0.0,0.0768686868686868,1,1,2,112,Hibernating,Low Value,0,0.7100710036318065,At-Risk Valuable,Previously good customers becoming inactive
CUST_00021,130,1,79.36,False,False,False,0,Timothy Nichols,2025-02-23,71,136,79.36,0.0,0.2238235294117647,2,1,2,212,Hibernating,Low Value,0,0.7411656890620588,At-Risk Valuable,Previously good customers becoming inactive
CUST_00022,63,1,43.88,False,False,False,0,Kathryn Copeland,2025-04-26,52,74,43.88,0.0,0.4113513513513513,3,1,2,312,Others,Low Value,0,0.7241884000860949,At-Risk Valuable,Previously good customers becoming inactive
CUST_00023,1268,1,77.91,True,False,False,1,William Walsh,2022-01-12,40,1274,77.91,0.0,0.0238932496075353,1,1,2,112,Hibernating,Low Value,0,0.3653052439862895,At-Risk Valuable,Previously good customers becoming inactive
CUST_00024,20,32,20500.5,False,True,True,2,Marissa Espinoza,2022-12-22,48,930,640.640625,0.0,1.0473978494623657,4,5,5,455,Champions,High Value,1,0.7659927552532805,Champions,"Best customers - high value, frequent, recent"
CUST_00025,3,8,3598.68,False,False,False,0,Kimberly Smith,2025-06-06,25,33,449.835,0.0,7.379393939393939,5,4,4,544,Champions,High Value,0,0.6051216969391422,At-Risk Valuable,Previously good customers becoming inactive
CUST_00026,9,30,14822.95,False,True,True,2,Michael Martinez,2025-03-16,19,115,494.09833333333336,0.0,7.940869565217392,4,5,5,455,Champions,High Value,1,0.6437228695984499,Champions,"Best customers - high value, frequent, recent"
CUST_00027,11,32,23595.39,False,True,True,2,James Terry,2023-10-04,21,644,737.3559375,0.0,1.5125465838509318,4,5,5,455,Champions,High Value,1,0.7842955393814443,Champions,"Best customers - high value, frequent, recent"
CUST_00028,277,1,40.7,False,False,False,0,Joshua Moore,2024-09-27,27,285,40.7,0.0,0.1068070175438596,2,1,2,212,Hibernating,Low Value,0,0.7359445198491831,At-Risk Valuable,Previously good customers becoming inactive
CUST_00029,5,9,3320.0,False,False,False,0,Abigail Morris,2025-05-15,44,55,368.8888888888889,0.0,4.981090909090909,5,4,4,544,Champions,High Value,0,0.5920667392176987,At-Risk Valuable,Previously good customers becoming inactive
CUST_00030,387,3,3528.9,False,False,False,0,Heather Hendrix,2024-03-20,48,476,1176.3,0.0,0.1918487394957983,1,3,4,134,Loyal Customers,High Value,0,0.6662863450436528,At-Risk Valuable,Previously good customers becoming inactive
CUST_00031,15,22,20240.34,False,False,True,1,Omar Young MD,2024-01-18,35,538,920.0154545454544,0.0,1.2447583643122675,4,5,5,455,Champions,High Value,1,0.6424545215233219,Champions,"Best customers - high value, frequent, recent"
CUST_00032,33,1,14.84,False,False,False,0,Jessica Ferguson,2025-05-26,30,44,14.84,0.0,0.6918181818181819,3,1,1,311,Others,Low Value,0,0.7109296854039291,At-Risk Valuable,Previously good customers becoming inactive
CUST_00033,705,1,42.45,True,False,False,1,Charles Morris,2023-07-15,19,725,42.45,0.0,0.0419862068965517,1,1,2,112,Hibernating,Low Value,0,0.5746184807217061,At-Risk Valuable,Previously good customers becoming inactive
CUST_00034,0,25,16435.97,False,False,True,1,Breanna Smith,2025-06-16,51,23,657.4388,0.0,33.08695652173913,5,5,5,555,Champions,High Value,1,0.6380841543155825,Champions,"Best customers - high value, frequent, recent"
CUST_00035,105,4,1666.63,False,False,False,0,Mallory Lopez,2025-02-24,52,135,416.6575,0.0,0.901925925925926,3,3,3,333,Loyal Customers,High Value,0,0.7209915699630277,At-Risk Valuable,Previously good customers becoming inactive
CUST_00036,353,1,127.47,False,False,False,0,Austin Brock,2024-07-04,27,370,127.47,0.0,0.0822702702702702,2,1,2,212,Hibernating,Low Value,0,0.7178664464675044,At-Risk Valuable,Previously good customers becoming inactive
CUST_00037,382,5,1253.39,False,False,False,0,Matthew Robinson,2023-05-05,25,796,250.67800000000005,0.0,0.1912060301507537,1,3,3,133,Loyal Customers,High Value,0,0.6790670876390102,At-Risk Valuable,Previously good customers becoming inactive
CUST_00038,453,1,130.64,False,False,False,0,Amy Lozano,2024-04-10,37,455,130.64,0.0,0.0669010989010989,1,1,2,112,Hibernating,Low Value,0,0.6829931690168045,At-Risk Valuable,Previously good customers becoming inactive
CUST_00039,504,1,76.37,False,False,False,0,Tanya Reynolds,2024-02-03,55,522,76.37,0.0,0.0583141762452107,1,1,2,112,Hibernating,Low Value,0,0.6622186911022949,At-Risk Valuable,Previously good customers becoming inactive
CUST_00040,237,1,196.66,False,False,False,0,Debbie Schneider,2024-11-03,42,248,196.66,0.0,0.1227419354838709,2,1,3,213,Hibernating,Low Value,0,0.7416338465788852,At-Risk Valuable,Previously good customers becoming inactive
CUST_00041,30,8,2255.09,False,False,False,0,Michelle Lopez,2024-10-13,33,269,281.88625,0.0,0.905278810408922,4,4,3,443,Loyal Customers,High Value,0,0.6418397641232262,At-Risk Valuable,Previously good customers becoming inactive
CUST_00042,2,30,25049.71,False,True,True,2,Sarah Gonzalez,2025-05-29,37,41,834.9903333333333,0.0,22.273170731707317,5,5,5,555,Champions,High Value,1,0.7781917189781554,Champions,"Best customers - high value, frequent, recent"
CUST_00043,0,6,2252.69,False,False,False,0,Nathan Morris,2025-06-28,20,11,375.4483333333333,0.0,16.603636363636365,5,3,3,533,Loyal Customers,High Value,0,0.6518520195436166,At-Risk Valuable,Previously good customers becoming inactive
CUST_00044,46,6,3760.58,False,False,False,0,Theresa Bates,2024-10-23,50,259,626.7633333333333,0.0,0.7051737451737452,3,3,4,334,Loyal Customers,High Value,0,0.6543458646879865,At-Risk Valuable,Previously good customers becoming inactive
CUST_00045,856,1,95.71,True,False,False,1,Matthew Murillo,2023-02-21,31,869,95.71,0.0,0.0350287686996547,1,1,2,112,Hibernating,Low Value,0,0.5091066011580458,At-Risk Valuable,Previously good customers becoming inactive
CUST_00046,504,1,179.39,False,False,False,0,Brandy Tucker,2024-02-11,20,514,179.39,0.0,0.0592217898832684,1,1,3,113,Hibernating,Low Value,0,0.661831667065357,At-Risk Valuable,Previously good customers becoming inactive
CUST_00047,80,1,23.51,False,False,False,0,Michael Blankenship,2025-04-06,35,94,23.51,0.0,0.3238297872340425,3,1,1,311,Others,Low Value,0,0.7300745799015056,At-Risk Valuable,Previously good customers becoming inactive
CUST_00048,42,1,26.61,False,False,False,0,Matthew Flores,2025-05-06,32,64,26.61,0.0,0.4756249999999999,3,1,1,311,Others,Low Value,0,0.7153182187394095,At-Risk Valuable,Previously good customers becoming inactive
CUST_00049,965,1,17.83,True,False,False,1,Michael Cox,2022-11-13,44,969,17.83,0.0,0.0314138286893704,1,1,1,111,Lost,Low Value,0,0.4657760289730985,At-Risk Valuable,Previously good customers becoming inactive
CUST_00050,104,18,11146.69,False,False,False,0,Ruben Palmer,2023-06-22,51,748,619.2605555555556,0.0,0.7325133689839572,3,5,5,355,Loyal Customers,High Value,1,0.1109850902190231,Champions,"Best customers - high value, frequent, recent"
CUST_00051,37,22,13240.04,False,False,True,1,Ashley Moreno,2023-11-23,54,594,601.82,0.0,1.1274074074074074,3,5,5,355,Loyal Customers,High Value,1,0.43862272324533264,Champions,"Best customers - high value, frequent, recent"
CUST_00052,809,1,40.48,True,False,False,1,Timothy Smith,2023-04-05,40,826,40.48,0.0,0.0368523002421307,1,1,2,112,Hibernating,Low Value,0,0.5292437384609258,At-Risk Valuable,Previously good customers becoming inactive
CUST_00053,3,28,21788.42,False,True,True,2,Matthew Cummings,2025-02-20,34,139,778.1578571428571,0.0,6.131798561151079,5,5,5,555,Champions,High Value,1,0.7659767529952428,Champions,"Best customers - high value, frequent, recent"
CUST_00054,3,9,2699.41,False,False,False,0,Kevin Krueger,2024-12-18,33,203,299.9344444444444,0.0,1.3495566502463054,5,4,4,544,Champions,High Value,0,0.6007318946571457,At-Risk Valuable,Previously good customers becoming inactive
CUST_00055,610,1,213.67,False,False,False,0,Curtis English,2023-10-27,18,621,213.67,0.0,0.0490177133655394,1,1,3,113,Hibernating,Low Value,0,0.6160286491784882,At-Risk Valuable,Previously good customers becoming inactive
CUST_00056,14,28,18020.58,False,True,True,2,Bailey Bryant,2025-04-09,42,91,643.5921428571429,0.0,9.366153846153846,4,5,5,455,Champions,High Value,1,0.7169554438020813,Champions,"Best customers - high value, frequent, recent"
CUST_00057,39,1,27.82,False,False,False,0,Jennifer Nichols,2025-05-24,43,46,27.82,0.0,0.6617391304347826,3,1,1,311,Others,Low Value,0,0.7139012483401888,At-Risk Valuable,Previously good customers becoming inactive
CUST_00058,25,10,3308.63,False,False,False,0,Sharon Martin,2025-02-17,36,142,330.863,0.0,2.1436619718309857,4,4,4,444,Champions,High Value,0,0.580915779555228,At-Risk Valuable,Previously good customers becoming inactive
CUST_00059,43,6,1542.51,False,False,False,0,William Lindsey,2024-10-16,26,266,257.085,0.0,0.6866165413533835,3,3,3,333,Loyal Customers,High Value,0,0.6833297537813456,At-Risk Valuable,Previously good customers becoming inactive
CUST_00060,1274,1,36.74,True,False,False,1,Wesley Edwards,2022-01-01,54,1285,36.74,0.0,0.0236887159533073,1,1,1,111,Lost,Low Value,0,0.3637094607075858,At-Risk Valuable,Previously good customers becoming inactive
CUST_00061,1167,1,47.06,True,False,False,1,Joshua Williams,2022-03-30,37,1197,47.06,0.0,0.0254302422723475,1,1,2,112,Hibernating,Low Value,0,0.39552997855902444,At-Risk Valuable,Previously good customers becoming inactive
CUST_00062,123,1,101.34,False,False,False,0,Brandon Bradley,2025-03-01,18,130,101.34,0.0,0.2341538461538461,2,1,2,212,Hibernating,Low Value,0,0.7400498229029709,At-Risk Valuable,Previously good customers becoming inactive
CUST_00063,28,6,2205.38,False,False,False,0,Tammy Mejia,2025-03-09,39,122,367.56333333333333,0.0,1.4970491803278687,4,3,3,433,Loyal Customers,High Value,0,0.6698785552865001,At-Risk Valuable,Previously good customers becoming inactive
CUST_00064,247,1,25.41,False,False,False,0,Robert Smith,2024-10-28,32,254,25.41,0.0,0.1198425196850393,2,1,1,211,Lost,Low Value,0,0.7406555153179629,At-Risk Valuable,Previously good customers becoming inactive
CUST_00065,1,1,130.87,False,False,False,0,Kenneth Harrington,2025-06-20,43,19,130.87,0.0,1.6021052631578947,5,1,2,512,New Customers,Medium Value,0,0.6919041271166787,At-Risk Valuable,Previously good customers becoming inactive
CUST_00066,0,35,22335.09,False,True,True,2,Kristina Rodriguez,2025-04-01,34,99,638.1454285714286,0.0,10.761616161616162,5,5,5,555,Champions,High Value,1,0.7658045376083922,Champions,"Best customers - high value, frequent, recent"
CUST_00067,4,25,21080.12,False,False,True,1,Tyler Johnson,2025-05-13,42,57,843.2048,0.0,13.350877192982455,5,5,5,555,Champions,High Value,1,0.7195221412486762,Champions,"Best customers - high value, frequent, recent"
CUST_00068,0,17,6006.59,False,False,False,0,Kelly Wilson,2025-03-30,37,101,353.32882352941175,0.0,5.123564356435644,5,4,4,544,Champions,High Value,0,0.21665759302334847,At-Risk Valuable,Previously good customers becoming inactive
CUST_00069,101,9,2137.32,False,False,False,0,Dakota Elliott,2024-05-28,28,407,237.48,0.0,0.6731203931203931,3,4,3,343,Loyal Customers,High Value,0,0.6483914458442471,At-Risk Valuable,Previously good customers becoming inactive
CUST_00070,3,30,21320.76,False,True,True,2,Nicole Simpson,2024-03-21,47,475,710.6919999999999,0.0,1.9225263157894736,5,5,5,555,Champions,High Value,1,0.7749712708935801,Champions,"Best customers - high value, frequent, recent"
CUST_00071,147,1,21.03,False,False,False,0,Darlene Gonzalez,2025-01-23,54,167,21.03,0.0,0.1822754491017964,2,1,1,211,Lost,Low Value,0,0.7431612439414008,At-Risk Valuable,Previously good customers becoming inactive
CUST_00072,24,7,4966.65,False,False,False,0,Maria Fernandez,2024-10-02,54,280,709.5214285714285,0.0,0.761,4,3,4,434,Loyal Customers,High Value,0,0.6010865625741698,At-Risk Valuable,Previously good customers becoming inactive
CUST_00073,16,1,141.47,False,False,False,0,Shannon Mccall,2025-06-05,32,34,141.47,0.0,0.8952941176470588,4,1,3,413,Potential Loyalists,Medium Value,0,0.7014726591389828,At-Risk Valuable,Previously good customers becoming inactive
CUST_00074,51,1,129.19,False,False,False,0,Karen Horton,2025-04-25,49,75,129.19,0.0,0.4058666666666666,3,1,2,312,Others,Low Value,0,0.719287512819211,At-Risk Valuable,Previously good customers becoming inactive
CUST_00075,0,24,25421.12,False,False,True,1,James Elliott,2025-06-24,58,15,1059.2133333333334,0.0,48.704,5,5,5,555,Champions,High Value,1,0.7058114012938287,Champions,"Best customers - high value, frequent, recent"
CUST_00076,0,1,196.66,False,False,False,0,Jasmine Black,2025-07-03,48,6,196.66,0.0,5.073333333333333,5,1,3,513,Potential Loyalists,Medium Value,0,0.6910424566604969,At-Risk Valuable,Previously good customers becoming inactive
CUST_00077,14,27,19587.56,False,True,True,2,Cristina George,2024-10-21,45,261,725.4651851851852,0.0,3.1489655172413795,4,5,5,455,Champions,High Value,1,0.733942589477689,Champions,"Best customers - high value, frequent, recent"
CUST_00078,53,1,196.66,False,False,False,0,Cody Taylor,2025-05-01,23,69,196.66,0.0,0.441159420289855,3,1,3,313,Potential Loyalists,Medium Value,0,0.7200231549837816,At-Risk Valuable,Previously good customers becoming inactive
CUST_00079,55,9,5439.29,False,False,False,0,Cindy Lopez,2024-05-07,45,428,604.3655555555556,0.0,0.6400934579439252,3,4,4,344,Loyal Customers,High Value,0,0.5645120120540343,At-Risk Valuable,Previously good customers becoming inactive
CUST_00080,48,1,33.81,False,False,False,0,Karen Peters,2025-05-17,36,53,33.81,0.0,0.5743396226415095,3,1,1,311,Others,Low Value,0,0.7180468108055024,At-Risk Valuable,Previously good customers becoming inactive
CUST_00081,143,1,35.44,False,False,False,0,Anna Shaw,2025-02-07,33,152,35.44,0.0,0.2002631578947368,2,1,1,211,Lost,Low Value,0,0.7427771019032225,At-Risk Valuable,Previously good customers becoming inactive
CUST_00082,388,1,145.53,False,False,False,0,Samuel Sanchez,2024-06-11,44,393,145.53,0.0,0.0774554707379134,1,1,3,113,Hibernating,Low Value,0,0.7068904557577999,At-Risk Valuable,Previously good customers becoming inactive
CUST_00083,608,1,45.61,False,False,False,0,Nicholas Wilson,2023-10-28,54,620,45.61,0.0,0.0490967741935483,1,1,2,112,Hibernating,Low Value,0,0.6176480956040981,At-Risk Valuable,Previously good customers becoming inactive
CUST_00084,32,5,1886.45,False,False,False,0,Cody Osborne,2025-03-30,68,101,377.29,0.0,1.506930693069307,4,3,3,433,Loyal Customers,High Value,0,0.6848802339659176,At-Risk Valuable,Previously good customers becoming inactive
CUST_00085,5,8,3545.28,False,False,False,0,Dustin Wilson,2025-06-04,20,35,443.16,0.0,6.957714285714285,5,4,4,544,Champions,High Value,0,0.6075399979670139,At-Risk Valuable,Previously good customers becoming inactive
CUST_00086,38,10,3191.84,False,False,False,0,Robert Phillips,2025-02-03,52,156,319.184,0.0,1.9512820512820512,3,4,4,344,Loyal Customers,High Value,0,0.5895816074210312,At-Risk Valuable,Previously good customers becoming inactive
CUST_00087,460,1,105.77,False,False,False,0,Nancy Clark,2024-03-24,45,472,105.77,0.0,0.0644915254237288,1,1,2,112,Hibernating,Low Value,0,0.6802546905840824,At-Risk Valuable,Previously good customers becoming inactive
CUST_00088,11,1,43.75,False,False,False,0,Ryan Nelson,2025-06-07,52,32,43.75,0.0,0.95125,4,1,2,412,New Customers,Medium Value,0,0.6985741845096634,At-Risk Valuable,Previously good customers becoming inactive
CUST_00089,60,1,41.56,False,False,False,0,Tonya Mcknight,2025-05-06,40,64,41.56,0.0,0.4756249999999999,3,1,2,312,Others,Low Value,0,0.7230549142001983,At-Risk Valuable,Previously good customers becoming inactive
CUST_00090,3,1,11.93,False,False,False,0,Mark Merritt,2025-07-06,48,3,11.93,0.0,10.146666666666668,5,1,1,511,New Customers,Medium Value,0,0.6934316315678931,At-Risk Valuable,Previously good customers becoming inactive
CUST_00091,17,11,7020.83,False,False,False,0,Christina Johnson,2025-05-31,40,39,638.2572727272727,0.0,8.585641025641026,4,4,4,444,Champions,High Value,0,0.43067722139003445,At-Risk Valuable,Previously good customers becoming inactive
CUST_00092,169,14,4925.78,False,False,False,0,Crystal Fisher,2024-05-06,23,429,351.84142857142854,0.0,0.9933799533799532,2,4,4,244,Loyal Customers,High Value,0,0.45405151696694934,At-Risk Valuable,Previously good customers becoming inactive
CUST_00093,371,1,37.48,False,False,False,0,Kimberly Dudley,2024-06-19,46,385,37.48,0.0,0.079064935064935,1,1,1,111,Lost,Low Value,0,0.7127292308286314,At-Risk Valuable,Previously good customers becoming inactive
CUST_00094,50,12,7310.26,False,False,False,0,Kimberly Mendez,2025-04-02,26,98,609.1883333333334,0.0,3.7273469387755105,3,4,4,344,Loyal Customers,High Value,0,0.40066760873636076,At-Risk Valuable,Previously good customers becoming inactive
CUST_00095,115,1,22.53,False,False,False,0,Stephanie Jacobs,2025-02-16,47,143,22.53,0.0,0.2128671328671328,3,1,1,311,Others,Low Value,0,0.7386843008571945,At-Risk Valuable,Previously good customers becoming inactive
CUST_00096,114,4,732.71,False,False,False,0,Emily Hughes,2023-08-19,53,690,183.1775,0.0,0.176463768115942,3,3,3,333,Loyal Customers,High Value,0,0.7284410827912318,At-Risk Valuable,Previously good customers becoming inactive
CUST_00097,48,10,5357.57,False,False,False,0,James Brooks,2024-06-13,27,391,535.757,0.0,0.7785166240409208,3,4,4,344,Loyal Customers,High Value,0,0.5394713026119314,At-Risk Valuable,Previously good customers becoming inactive
CUST_00098,6,8,2505.19,False,False,False,0,Mark George,2025-01-23,39,167,313.14875,0.0,1.4582035928143713,5,4,4,544,Champions,High Value,0,0.6247801319074602,At-Risk Valuable,Previously good customers becoming inactive
CUST_00099,88,1,144.33,False,False,False,0,David Smith,2025-03-19,48,112,144.33,0.0,0.2717857142857143,3,1,3,313,Potential Loyalists,Medium Value,0,0.7323666307768045,At-Risk Valuable,Previously good customers becoming inactive
CUST_00100,342,1,140.68,False,False,False,0,Jasmine Johnson,2024-07-10,35,364,140.68,0.0,0.0836263736263736,2,1,3,213,Hibernating,Low Value,0,0.7208863105983461,At-Risk Valuable,Previously good customers becoming inactive
CUST_00101,17,36,33721.9,False,True,True,2,Maria Baker,2023-12-09,70,578,936.7194444444444,0.0,1.8959169550173012,4,5,5,455,Champions,High Value,1,0.6879943039670494,Champions,"Best customers - high value, frequent, recent"
CUST_00102,232,1,32.35,False,False,False,0,Melody Vasquez,2024-11-04,39,247,32.35,0.0,0.1232388663967611,2,1,1,211,Lost,Low Value,0,0.7424290421264962,At-Risk Valuable,Previously good customers becoming inactive
CUST_00103,16,11,7077.42,False,False,False,0,Jose Smith,2025-04-21,26,79,643.4018181818182,0.0,4.2384810126582275,4,4,4,444,Champions,High Value,0,0.42761418092188086,At-Risk Valuable,Previously good customers becoming inactive
CUST_00104,3,1,212.45,False,False,False,0,Valerie Mason,2025-07-01,49,8,212.45,0.0,3.805,5,1,3,513,Potential Loyalists,Medium Value,0,0.6930466055803959,At-Risk Valuable,Previously good customers becoming inactive
CUST_00105,361,1,73.21,False,False,False,0,Chelsea Lee,2024-06-26,36,378,73.21,0.0,0.0805291005291005,2,1,2,212,Hibernating,Low Value,0,0.715671442264917,At-Risk Valuable,Previously good customers becoming inactive
CUST_00106,26,38,16690.62,False,True,True,2,Alicia Berger,2022-02-14,46,1241,439.22684210526313,0.0,0.9320870265914586,4,5,5,455,Champions,High Value,1,0.6626405864901029,Champions,"Best customers - high value, frequent, recent"
CUST_00107,204,5,3225.04,False,False,False,0,April Brown,2022-03-18,32,1209,645.008,0.0,0.125889164598842,2,3,4,234,Loyal Customers,High Value,0,0.6984336509323219,At-Risk Valuable,Previously good customers becoming inactive
CUST_00108,176,1,29.87,False,False,False,0,Ryan Price,2025-01-13,47,177,29.87,0.0,0.1719774011299435,2,1,1,211,Lost,Low Value,0,0.7446720520858429,At-Risk Valuable,Previously good customers becoming inactive
CUST_00109,693,1,23.51,True,False,False,1,Cynthia Harris,2023-08-14,26,695,23.51,0.0,0.0437985611510791,1,1,1,111,Lost,Low Value,0,0.5800093559136154,At-Risk Valuable,Previously good customers becoming inactive
CUST_00110,276,1,47.71,False,False,False,0,James Davis,2024-09-15,31,297,47.71,0.0,0.1024915824915825,2,1,2,212,Hibernating,Low Value,0,0.7361102801089855,At-Risk Valuable,Previously good customers becoming inactive
CUST_00111,43,8,4675.67,False,False,False,0,Suzanne Palmer,2022-10-09,45,1004,584.45875,0.0,0.2425498007968127,3,4,4,344,Loyal Customers,High Value,0,0.6025299718194564,At-Risk Valuable,Previously good customers becoming inactive
CUST_00112,27,1,15.89,False,False,False,0,Christina Page,2025-06-02,59,37,15.89,0.0,0.8227027027027027,4,1,1,411,New Customers,Medium Value,0,0.7077911303500398,At-Risk Valuable,Previously good customers becoming inactive
CUST_00113,331,1,125.69,False,False,False,0,Jennifer Ferguson DDS,2024-07-26,50,348,125.69,0.0,0.087471264367816,2,1,2,212,Hibernating,Low Value,0,0.7238490552023712,At-Risk Valuable,Previously good customers becoming inactive
CUST_00114,125,5,4165.51,False,False,False,0,Andrew Murphy,2024-03-04,38,492,833.1020000000001,0.0,0.3093495934959349,2,3,4,234,Loyal Customers,High Value,0,0.6783634125201996,At-Risk Valuable,Previously good customers becoming inactive
CUST_00115,409,1,24.87,False,False,False,0,Steven Gibbs,2024-04-30,26,435,24.87,0.0,0.0699770114942528,1,1,1,111,Lost,Low Value,0,0.6999359762948657,At-Risk Valuable,Previously good customers becoming inactive
CUST_00116,15,9,6293.68,False,False,False,0,Haley Powers,2025-03-05,54,126,699.2977777777778,0.0,2.1742857142857144,4,4,4,444,Champions,High Value,0,0.5144326093172864,At-Risk Valuable,Previously good customers becoming inactive
CUST_00117,596,1,188.98,False,False,False,0,Wendy Donaldson,2023-11-13,41,604,188.98,0.0,0.0503973509933774,1,1,3,113,Hibernating,Low Value,0,0.6222972386310048,At-Risk Valuable,Previously good customers becoming inactive
CUST_00118,863,1,189.62,True,False,False,1,Adam Townsend,2023-01-29,41,892,189.62,0.0,0.0341255605381165,1,1,3,113,Hibernating,Low Value,0,0.5057066577787773,At-Risk Valuable,Previously good customers becoming inactive
CUST_00119,10,40,22619.07,False,True,True,2,Jennifer Erickson,2024-10-21,55,261,565.47675,0.0,4.665134099616859,4,5,5,455,Champions,High Value,1,0.7169012056559904,Champions,"Best customers - high value, frequent, recent"
CUST_00120,370,1,43.75,False,False,False,0,Natalie Carter,2024-06-21,38,383,43.75,0.0,0.0794778067885117,2,1,2,212,Hibernating,Low Value,0,0.7130269146810504,At-Risk Valuable,Previously good customers becoming inactive
CUST_00121,428,1,20.4,False,False,False,0,Matthew Anderson,2024-04-24,40,441,20.4,0.0,0.0690249433106576,1,1,1,111,Lost,Low Value,0,0.6930136748940633,At-Risk Valuable,Previously good customers becoming inactive
