customer_id,recency,frequency,monetary,is_recency_outlier,is_frequency_outlier,is_monetary_outlier,outlier_count,name,registration_date,age,days_since_registration,avg_order_value,customer_lifetime_days,purchase_rate_per_month,recency_score,frequency_score,monetary_score,rfm_score,segment,simplified_segment
CUST_00136,23,1,40.81,False,False,False,0,Kimberly Caldwell,2025-06-11,18,29,40.81,0.0,1.0496551724137932,4,1,2,412,New Customers,Medium Value
CUST_00137,9,1,40.81,False,False,False,0,Daniel Benitez,2025-07-01,28,9,40.81,0.0,3.382222222222222,4,1,2,412,New Customers,Medium Value
CUST_00138,15,7,5402.96,False,False,False,0,Alexander Martinez,2025-05-02,57,69,771.8514285714285,0.0,3.0881159420289856,4,3,4,434,Loyal Customers,High Value
CUST_00139,1,8,3089.74,False,False,False,0,Mackenzie Sanchez,2025-05-09,41,62,386.2175,0.0,3.927741935483871,5,4,4,544,Champions,High Value
CUST_00140,431,1,25.41,False,False,False,0,Bradley Carson,2024-04-09,18,457,25.41,0.0,0.06660831509846828,1,1,1,111,Lost,Low Value
CUST_00141,366,1,24.63,False,False,False,0,Isabella Moss,2024-06-12,42,393,24.63,0.0,0.07745547073791349,2,1,1,211,Lost,Low Value
CUST_00142,6,37,19772.42,False,True,True,2,Brian Perez,2024-07-30,57,345,534.3897297297297,0.0,3.2645797101449276,4,5,5,455,Champions,High Value
CUST_00143,26,26,13535.37,False,False,True,1,Brent Cox,2024-12-24,29,198,520.5911538461539,0.0,3.9971717171717174,4,5,5,455,Champions,High Value
CUST_00144,168,11,3472.54,False,False,False,0,James Lynch,2024-02-09,22,517,315.68545454545455,0.0,0.6476595744680852,2,4,4,244,Loyal Customers,High Value
CUST_00145,4,1,27.82,False,False,False,0,Michael Wyatt,2025-07-05,35,5,27.82,0.0,6.088,5,1,1,511,New Customers,Medium Value
CUST_00146,5,9,3566.53,False,False,False,0,Lisa Cox,2025-06-03,60,37,396.28111111111116,0.0,7.404324324324325,5,4,4,544,Champions,High Value
CUST_00147,12,5,3013.79,False,False,False,0,Dorothy David,2024-11-06,22,246,602.758,0.0,0.6186991869918699,4,3,4,434,Loyal Customers,High Value
CUST_00148,13,9,1421.44,False,False,False,0,David Simpson,2024-12-15,36,207,157.9377777777778,0.0,1.3234782608695652,4,4,3,443,Loyal Customers,High Value
CUST_00149,0,35,27952.66,False,True,True,2,Alexis Jordan,2025-01-06,56,185,798.6474285714286,0.0,5.758918918918919,5,5,5,555,Champions,High Value
CUST_00150,7,10,3228.77,False,False,False,0,Grace Waters,2025-06-24,53,16,322.877,0.0,19.025,4,4,4,444,Champions,High Value
CUST_00151,171,1,33.81,False,False,False,0,Nicholas Perry,2025-01-20,38,171,33.81,0.0,0.17801169590643276,2,1,1,211,Lost,Low Value
CUST_00152,704,1,47.71,True,False,False,1,Dominic Peterson,2023-08-02,66,708,47.71,0.0,0.042994350282485876,1,1,2,112,Hibernating,Low Value
CUST_00153,367,1,40.05,False,False,False,0,Mr. Zachary Bailey III,2024-06-13,35,392,40.05,0.0,0.0776530612244898,1,1,1,111,Lost,Low Value
CUST_00154,16,13,6955.47,False,False,False,0,Elizabeth Alexander,2024-08-23,38,321,535.0361538461539,0.0,1.232772585669782,4,4,4,444,Champions,High Value
CUST_00155,282,8,2381.49,False,False,False,0,Michele Gardner,2022-09-16,18,1028,297.68625,0.0,0.23688715953307396,2,4,3,243,Loyal Customers,High Value
CUST_00156,360,1,212.45,False,False,False,0,Michael Sullivan,2024-06-29,53,376,212.45,0.0,0.08095744680851064,2,1,3,213,Hibernating,Low Value
CUST_00157,88,7,1996.05,False,False,False,0,Brooke Peterson,2024-11-29,46,223,285.15,0.0,0.9555156950672646,3,3,3,333,Loyal Customers,High Value
CUST_00158,0,23,17573.98,False,False,True,1,Todd Rogers,2025-01-13,38,178,764.0860869565217,0.0,3.933258426966292,5,5,5,555,Champions,High Value
CUST_00159,25,5,3147.21,False,False,False,0,Benjamin Prince,2022-04-12,32,1185,629.442,0.0,0.12843881856540085,4,3,4,434,Loyal Customers,High Value
CUST_00160,0,12,1868.73,False,False,False,0,Anna Wheeler,2025-02-20,40,140,155.7275,0.0,2.609142857142857,5,4,3,543,Loyal Customers,High Value
CUST_00161,670,1,24.87,False,False,False,0,Brian Watson,2023-08-30,30,680,24.87,0.0,0.04476470588235294,1,1,1,111,Lost,Low Value
CUST_00162,429,1,215.62,False,False,False,0,Jeffrey Hicks,2024-05-01,33,435,215.62,0.0,0.06997701149425287,1,1,3,113,Hibernating,Low Value
CUST_00163,1,33,23660.89,False,True,True,2,David Clarke,2024-07-14,42,361,716.9966666666667,0.0,2.7826038781163436,5,5,5,555,Champions,High Value
CUST_00164,588,1,43.84,False,False,False,0,Sandra Copeland,2023-11-25,44,593,43.84,0.0,0.051332209106239465,1,1,2,112,Hibernating,Low Value
CUST_00165,92,1,19.86,False,False,False,0,Jaclyn Cross,2025-03-12,44,120,19.86,0.0,0.2536666666666667,3,1,1,311,Others,Low Value
CUST_00166,574,1,165.05,False,False,False,0,Kathy Patrick,2023-11-18,29,600,165.05,0.0,0.05073333333333333,1,1,3,113,Hibernating,Low Value
CUST_00167,1272,1,197.43,True,False,False,1,Dennis Ayala,2022-01-01,18,1286,197.43,0.0,0.023670295489891136,1,1,3,113,Hibernating,Low Value
CUST_00168,21,12,3492.18,False,False,False,0,Michael Graham,2024-01-11,23,546,291.015,0.0,0.6690109890109891,4,4,4,444,Champions,High Value
CUST_00169,147,1,43.17,False,False,False,0,David Wilson,2025-02-08,56,152,43.17,0.0,0.20026315789473684,2,1,2,212,Hibernating,Low Value
CUST_00170,60,9,1967.19,False,False,False,0,Tiffany Ryan,2024-02-14,32,512,218.57666666666668,0.0,0.535078125,3,4,3,343,Loyal Customers,High Value
CUST_00171,24,1,49.91,False,False,False,0,Christopher Perez,2025-06-01,38,39,49.91,0.0,0.7805128205128206,4,1,2,412,New Customers,Medium Value
CUST_00172,15,42,34477.08,False,True,True,2,Bryan Logan,2023-10-10,49,639,820.8828571428572,0.0,2.0007511737089203,4,5,5,455,Champions,High Value
CUST_00173,116,1,10.76,False,False,False,0,Shawn Taylor,2025-02-20,35,140,10.76,0.0,0.21742857142857142,3,1,1,311,Others,Low Value
